entry,exit,flt,off,sl,tp,net,days,wr,worst,best,sl_days
09:45:00,15:15:00,move_020,0,0.25,0.75,-2490.48,24,54.2,-2600.54,1071.62,4
09:45:00,15:15:00,none,0,0.25,0.75,-2490.48,24,54.2,-2600.54,1071.62,4
09:45:00,15:15:00,move_005,0,0.25,0.75,-2490.48,24,54.2,-2600.54,1071.62,4
09:25:00,15:00:00,move_010,100,0.15,,-2513.34,24,58.3,-4995.48,1094.01,9
09:25:00,15:00:00,move_005,100,0.15,,-2513.34,24,58.3,-4995.48,1094.01,9
09:25:00,15:00:00,move_005,100,0.15,0.5,-2513.34,24,58.3,-4995.48,1094.01,9
09:25:00,15:00:00,move_010,100,0.15,0.5,-2513.34,24,58.3,-4995.48,1094.01,9
09:25:00,15:00:00,none,100,0.15,0.5,-2513.34,24,58.3,-4995.48,1094.01,9
09:25:00,15:00:00,move_020,100,0.15,,-2513.34,24,58.3,-4995.48,1094.01,9
09:25:00,15:00:00,move_020,100,0.15,0.5,-2513.34,24,58.3,-4995.48,1094.01,9
09:25:00,15:00:00,none,100,0.15,,-2513.34,24,58.3,-4995.48,1094.01,9
09:35:00,15:00:00,vwap_010,0,0.15,0.75,-2513.6,24,50.0,-2329.55,2741.15,8
09:35:00,15:00:00,vwap_010,0,0.15,0.5,-2513.6,24,50.0,-2329.55,2741.15,8
09:35:00,15:00:00,vwap_010,0,0.15,,-2513.6,24,50.0,-2329.55,2741.15,8
09:35:00,15:00:00,move_010,150,0.35,0.75,-2583.74,24,45.8,-2318.53,1553.33,1
09:35:00,15:00:00,move_005,150,0.35,0.5,-2583.74,24,45.8,-2318.53,1553.33,1
09:35:00,15:00:00,move_010,150,0.35,,-2583.74,24,45.8,-2318.53,1553.33,1
09:35:00,15:00:00,move_010,150,0.35,0.5,-2583.74,24,45.8,-2318.53,1553.33,1
09:35:00,15:00:00,move_005,150,0.35,,-2583.74,24,45.8,-2318.53,1553.33,1
09:35:00,15:00:00,move_020,150,0.35,,-2583.74,24,45.8,-2318.53,1553.33,1
09:35:00,15:00:00,move_020,150,0.35,0.5,-2583.74,24,45.8,-2318.53,1553.33,1
09:35:00,15:00:00,move_020,150,0.35,0.75,-2583.74,24,45.8,-2318.53,1553.33,1
09:35:00,15:00:00,none,150,0.35,,-2583.74,24,45.8,-2318.53,1553.33,1
09:35:00,15:00:00,none,150,0.35,0.5,-2583.74,24,45.8,-2318.53,1553.33,1
09:35:00,15:00:00,none,150,0.35,0.75,-2583.74,24,45.8,-2318.53,1553.33,1
09:35:00,15:00:00,move_005,150,0.35,0.75,-2583.74,24,45.8,-2318.53,1553.33,1
09:45:00,15:15:00,move_010,100,0.25,0.5,-2651.09,24,58.3,-2574.38,1389.12,6
09:45:00,15:15:00,move_020,100,0.25,0.5,-2651.09,24,58.3,-2574.38,1389.12,6
09:45:00,15:15:00,move_020,100,0.25,,-2651.09,24,58.3,-2574.38,1389.12,6
09:45:00,15:15:00,none,100,0.25,,-2651.09,24,58.3,-2574.38,1389.12,6
09:45:00,15:15:00,move_005,100,0.25,,-2651.09,24,58.3,-2574.38,1389.12,6
09:45:00,15:15:00,move_010,100,0.25,,-2651.09,24,58.3,-2574.38,1389.12,6
09:45:00,15:15:00,none,100,0.25,0.5,-2651.09,24,58.3,-2574.38,1389.12,6
09:45:00,15:15:00,move_005,100,0.25,0.5,-2651.09,24,58.3,-2574.38,1389.12,6
09:25:00,15:15:00,vwap_010,0,0.15,,-2670.48,24,54.2,-6449.93,3356.08,8
09:25:00,15:15:00,vwap_010,0,0.15,0.75,-2670.48,24,54.2,-6449.93,3356.08,8
09:25:00,15:15:00,vwap_010,0,0.15,0.5,-2670.48,24,54.2,-6449.93,3356.08,8
09:35:00,15:15:00,none,0,0.15,,-2685.03,24,54.2,-2184.5,1287.19,9
09:35:00,15:15:00,move_005,0,0.15,,-2685.03,24,54.2,-2184.5,1287.19,9
09:35:00,15:15:00,move_020,0,0.15,0.75,-2685.03,24,54.2,-2184.5,1287.19,9
09:35:00,15:15:00,move_010,0,0.15,0.5,-2685.03,24,54.2,-2184.5,1287.19,9
09:35:00,15:15:00,move_010,0,0.15,,-2685.03,24,54.2,-2184.5,1287.19,9
09:35:00,15:15:00,none,0,0.15,0.5,-2685.03,24,54.2,-2184.5,1287.19,9
09:35:00,15:15:00,move_020,0,0.15,,-2685.03,24,54.2,-2184.5,1287.19,9
09:35:00,15:15:00,move_020,0,0.15,0.5,-2685.03,24,54.2,-2184.5,1287.19,9
09:35:00,15:15:00,none,0,0.15,0.75,-2685.03,24,54.2,-2184.5,1287.19,9
09:35:00,15:15:00,move_005,0,0.15,0.75,-2685.03,24,54.2,-2184.5,1287.19,9
09:35:00,15:15:00,move_005,0,0.15,0.5,-2685.03,24,54.2,-2184.5,1287.19,9
09:35:00,15:15:00,move_010,0,0.15,0.75,-2685.03,24,54.2,-2184.5,1287.19,9
09:45:00,15:00:00,vwap_010,150,0.15,,-2724.02,24,41.7,-4777.72,3452.33,8
09:45:00,15:00:00,vwap_010,150,0.15,0.5,-2724.02,24,41.7,-4777.72,3452.33,8
09:25:00,15:00:00,move_010,0,0.35,0.75,-2764.27,24,62.5,-2141.06,932.97,1
09:25:00,15:00:00,move_010,0,0.35,,-2764.27,24,62.5,-2141.06,932.97,1
09:25:00,15:00:00,move_020,0,0.35,0.75,-2764.27,24,62.5,-2141.06,932.97,1
09:25:00,15:00:00,move_005,0,0.35,0.75,-2764.27,24,62.5,-2141.06,932.97,1
09:25:00,15:00:00,move_005,0,0.35,0.5,-2764.27,24,62.5,-2141.06,932.97,1
09:25:00,15:00:00,none,0,0.35,0.75,-2764.27,24,62.5,-2141.06,932.97,1
09:25:00,15:00:00,none,0,0.35,0.5,-2764.27,24,62.5,-2141.06,932.97,1
09:25:00,15:00:00,none,0,0.35,,-2764.27,24,62.5,-2141.06,932.97,1
09:25:00,15:00:00,move_005,0,0.35,,-2764.27,24,62.5,-2141.06,932.97,1
09:25:00,15:00:00,move_010,0,0.35,0.5,-2764.27,24,62.5,-2141.06,932.97,1
09:25:00,15:00:00,move_020,0,0.35,0.5,-2764.27,24,62.5,-2141.06,932.97,1
09:25:00,15:00:00,move_020,0,0.35,,-2764.27,24,62.5,-2141.06,932.97,1
09:45:00,15:00:00,move_005,150,0.25,0.75,-2915.57,24,41.7,-2995.31,4494.38,6
09:45:00,15:00:00,move_020,150,0.25,0.75,-2915.57,24,41.7,-2995.31,4494.38,6
09:45:00,15:00:00,none,150,0.25,0.75,-2915.57,24,41.7,-2995.31,4494.38,6
09:45:00,15:00:00,move_010,150,0.25,0.75,-2915.57,24,41.7,-2995.31,4494.38,6
09:25:00,15:15:00,none,50,0.15,0.5,-3126.52,24,50.0,-5438.68,1440.53,9
09:25:00,15:15:00,move_005,50,0.15,0.5,-3126.52,24,50.0,-5438.68,1440.53,9
09:25:00,15:15:00,move_005,50,0.15,,-3126.52,24,50.0,-5438.68,1440.53,9
09:25:00,15:15:00,none,50,0.15,,-3126.52,24,50.0,-5438.68,1440.53,9
09:25:00,15:15:00,move_020,50,0.15,,-3126.52,24,50.0,-5438.68,1440.53,9
09:25:00,15:15:00,move_020,50,0.15,0.5,-3126.52,24,50.0,-5438.68,1440.53,9
09:25:00,15:15:00,move_010,50,0.15,,-3126.52,24,50.0,-5438.68,1440.53,9
09:25:00,15:15:00,move_010,50,0.15,0.5,-3126.52,24,50.0,-5438.68,1440.53,9
09:35:00,15:00:00,move_020,150,0.25,0.75,-3145.49,24,45.8,-2318.53,1553.33,3
09:35:00,15:00:00,none,150,0.25,0.75,-3145.49,24,45.8,-2318.53,1553.33,3
09:35:00,15:00:00,move_010,150,0.25,0.75,-3145.49,24,45.8,-2318.53,1553.33,3
09:35:00,15:00:00,none,150,0.25,0.5,-3145.49,24,45.8,-2318.53,1553.33,3
09:35:00,15:00:00,none,150,0.25,,-3145.49,24,45.8,-2318.53,1553.33,3
09:35:00,15:00:00,move_005,150,0.25,,-3145.49,24,45.8,-2318.53,1553.33,3
09:35:00,15:00:00,move_010,150,0.25,,-3145.49,24,45.8,-2318.53,1553.33,3
09:35:00,15:00:00,move_010,150,0.25,0.5,-3145.49,24,45.8,-2318.53,1553.33,3
09:35:00,15:00:00,move_005,150,0.25,0.75,-3145.49,24,45.8,-2318.53,1553.33,3
09:35:00,15:00:00,move_005,150,0.25,0.5,-3145.49,24,45.8,-2318.53,1553.33,3
09:35:00,15:00:00,move_020,150,0.25,0.5,-3145.49,24,45.8,-2318.53,1553.33,3
09:35:00,15:00:00,move_020,150,0.25,,-3145.49,24,45.8,-2318.53,1553.33,3
09:45:00,15:00:00,move_005,50,0.15,0.75,-3164.45,24,33.3,-2292.69,2414.54,9
09:45:00,15:00:00,none,50,0.15,0.75,-3164.45,24,33.3,-2292.69,2414.54,9
09:45:00,15:00:00,move_020,50,0.15,0.75,-3164.45,24,33.3,-2292.69,2414.54,9
09:45:00,15:00:00,move_010,50,0.15,0.75,-3164.45,24,33.3,-2292.69,2414.54,9
09:45:00,15:00:00,vwap_010,0,0.15,0.5,-3219.0,24,41.7,-6091.61,3452.33,8
09:45:00,15:00:00,vwap_010,0,0.15,,-3219.0,24,41.7,-6091.61,3452.33,8
09:45:00,15:00:00,vwap_010,0,0.15,0.75,-3241.77,24,41.7,-6091.61,3429.56,8
09:35:00,15:00:00,vwap_010,0,0.25,0.5,-3271.83,24,45.8,-2179.22,2741.15,3
09:35:00,15:00:00,vwap_010,0,0.25,0.75,-3271.83,24,45.8,-2179.22,2741.15,3
09:35:00,15:00:00,vwap_010,0,0.25,,-3271.83,24,45.8,-2179.22,2741.15,3
09:35:00,15:00:00,move_020,50,0.35,0.5,-3438.41,24,41.7,-1569.44,1629.28,1
09:35:00,15:00:00,none,50,0.35,0.75,-3438.41,24,41.7,-1569.44,1629.28,1
09:35:00,15:00:00,move_005,50,0.35,,-3438.41,24,41.7,-1569.44,1629.28,1
09:35:00,15:00:00,none,50,0.35,,-3438.41,24,41.7,-1569.44,1629.28,1
09:35:00,15:00:00,move_010,50,0.35,0.5,-3438.41,24,41.7,-1569.44,1629.28,1
09:35:00,15:00:00,none,50,0.35,0.5,-3438.41,24,41.7,-1569.44,1629.28,1
09:35:00,15:00:00,move_005,50,0.35,0.5,-3438.41,24,41.7,-1569.44,1629.28,1
09:35:00,15:00:00,move_005,50,0.35,0.75,-3438.41,24,41.7,-1569.44,1629.28,1
09:35:00,15:00:00,move_010,50,0.35,0.75,-3438.41,24,41.7,-1569.44,1629.28,1
09:35:00,15:00:00,move_020,50,0.35,0.75,-3438.41,24,41.7,-1569.44,1629.28,1
09:35:00,15:00:00,move_010,50,0.35,,-3438.41,24,41.7,-1569.44,1629.28,1
09:35:00,15:00:00,move_020,50,0.35,,-3438.41,24,41.7,-1569.44,1629.28,1
09:25:00,15:00:00,move_005,0,0.25,0.75,-3476.74,24,54.2,-2141.06,932.97,3
09:25:00,15:00:00,move_005,0,0.25,0.5,-3476.74,24,54.2,-2141.06,932.97,3
09:25:00,15:00:00,move_010,0,0.25,0.75,-3476.74,24,54.2,-2141.06,932.97,3
09:25:00,15:00:00,move_010,0,0.25,0.5,-3476.74,24,54.2,-2141.06,932.97,3
09:25:00,15:00:00,move_005,0,0.25,,-3476.74,24,54.2,-2141.06,932.97,3
09:25:00,15:00:00,none,0,0.25,,-3476.74,24,54.2,-2141.06,932.97,3
09:25:00,15:00:00,none,0,0.25,0.75,-3476.74,24,54.2,-2141.06,932.97,3
09:25:00,15:00:00,none,0,0.25,0.5,-3476.74,24,54.2,-2141.06,932.97,3
09:25:00,15:00:00,move_020,0,0.25,0.75,-3476.74,24,54.2,-2141.06,932.97,3
09:25:00,15:00:00,move_020,0,0.25,,-3476.74,24,54.2,-2141.06,932.97,3
09:25:00,15:00:00,move_010,0,0.25,,-3476.74,24,54.2,-2141.06,932.97,3
09:25:00,15:00:00,move_020,0,0.25,0.5,-3476.74,24,54.2,-2141.06,932.97,3
09:45:00,15:00:00,move_020,0,0.35,0.5,-3507.09,24,41.7,-1728.05,1532.43,0
09:45:00,15:00:00,none,0,0.35,,-3507.09,24,41.7,-1728.05,1532.43,0
09:45:00,15:00:00,move_010,0,0.35,,-3507.09,24,41.7,-1728.05,1532.43,0
09:45:00,15:00:00,none,0,0.35,0.5,-3507.09,24,41.7,-1728.05,1532.43,0
09:45:00,15:00:00,move_005,0,0.35,0.5,-3507.09,24,41.7,-1728.05,1532.43,0
09:45:00,15:00:00,move_005,0,0.35,,-3507.09,24,41.7,-1728.05,1532.43,0
09:45:00,15:00:00,move_010,0,0.35,0.5,-3507.09,24,41.7,-1728.05,1532.43,0
09:45:00,15:00:00,move_020,0,0.35,,-3507.09,24,41.7,-1728.05,1532.43,0
09:45:00,15:00:00,move_010,0,0.35,0.75,-3529.85,24,41.7,-1750.81,1532.43,0
09:45:00,15:00:00,move_020,0,0.35,0.75,-3529.85,24,41.7,-1750.81,1532.43,0
09:45:00,15:00:00,move_005,0,0.35,0.75,-3529.85,24,41.7,-1750.81,1532.43,0
09:45:00,15:00:00,none,0,0.35,0.75,-3529.85,24,41.7,-1750.81,1532.43,0
09:35:00,15:15:00,none,0,0.25,,-3603.4,24,54.2,-1953.52,982.91,4
09:35:00,15:15:00,move_010,0,0.25,,-3603.4,24,54.2,-1953.52,982.91,4
09:35:00,15:15:00,none,0,0.25,0.75,-3603.4,24,54.2,-1953.52,982.91,4
09:35:00,15:15:00,none,0,0.25,0.5,-3603.4,24,54.2,-1953.52,982.91,4
09:35:00,15:15:00,move_005,0,0.25,,-3603.4,24,54.2,-1953.52,982.91,4
09:35:00,15:15:00,move_005,0,0.25,0.5,-3603.4,24,54.2,-1953.52,982.91,4
09:35:00,15:15:00,move_005,0,0.25,0.75,-3603.4,24,54.2,-1953.52,982.91,4
09:35:00,15:15:00,move_010,0,0.25,0.5,-3603.4,24,54.2,-1953.52,982.91,4
09:35:00,15:15:00,move_010,0,0.25,0.75,-3603.4,24,54.2,-1953.52,982.91,4
09:35:00,15:15:00,move_020,0,0.25,,-3603.4,24,54.2,-1953.52,982.91,4
09:35:00,15:15:00,move_020,0,0.25,0.5,-3603.4,24,54.2,-1953.52,982.91,4
09:35:00,15:15:00,move_020,0,0.25,0.75,-3603.4,24,54.2,-1953.52,982.91,4
09:45:00,15:00:00,move_005,100,0.15,0.5,-3870.07,24,58.3,-5244.53,2287.82,9
09:45:00,15:00:00,move_010,100,0.15,,-3870.07,24,58.3,-5244.53,2287.82,9
09:45:00,15:00:00,none,100,0.15,,-3870.07,24,58.3,-5244.53,2287.82,9
09:45:00,15:00:00,none,100,0.15,0.5,-3870.07,24,58.3,-5244.53,2287.82,9
09:45:00,15:00:00,move_010,100,0.15,0.5,-3870.07,24,58.3,-5244.53,2287.82,9
09:45:00,15:00:00,move_020,100,0.15,0.5,-3870.07,24,58.3,-5244.53,2287.82,9
09:45:00,15:00:00,move_005,100,0.15,,-3870.07,24,58.3,-5244.53,2287.82,9
09:45:00,15:00:00,move_020,100,0.15,,-3870.07,24,58.3,-5244.53,2287.82,9
09:35:00,15:15:00,vwap_010,150,0.15,,-3925.52,24,45.8,-4915.45,2920.01,9
09:35:00,15:15:00,vwap_010,150,0.15,0.5,-3925.52,24,45.8,-4915.45,2920.01,9
09:35:00,15:15:00,vwap_010,150,0.15,0.75,-3925.52,24,45.8,-4915.45,2920.01,9
09:35:00,15:00:00,move_020,50,0.25,,-4095.32,24,41.7,-1569.44,1629.28,3
09:35:00,15:00:00,none,50,0.25,0.75,-4095.32,24,41.7,-1569.44,1629.28,3
09:35:00,15:00:00,move_010,50,0.25,0.5,-4095.32,24,41.7,-1569.44,1629.28,3
09:35:00,15:00:00,move_010,50,0.25,,-4095.32,24,41.7,-1569.44,1629.28,3
09:35:00,15:00:00,move_005,50,0.25,0.5,-4095.32,24,41.7,-1569.44,1629.28,3
09:35:00,15:00:00,none,50,0.25,0.5,-4095.32,24,41.7,-1569.44,1629.28,3
09:35:00,15:00:00,none,50,0.25,,-4095.32,24,41.7,-1569.44,1629.28,3
09:35:00,15:00:00,move_020,50,0.25,0.75,-4095.32,24,41.7,-1569.44,1629.28,3
09:35:00,15:00:00,move_020,50,0.25,0.5,-4095.32,24,41.7,-1569.44,1629.28,3
09:35:00,15:00:00,move_005,50,0.25,,-4095.32,24,41.7,-1569.44,1629.28,3
09:35:00,15:00:00,move_005,50,0.25,0.75,-4095.32,24,41.7,-1569.44,1629.28,3
09:35:00,15:00:00,move_010,50,0.25,0.75,-4095.32,24,41.7,-1569.44,1629.28,3
09:45:00,15:00:00,vwap_010,150,0.25,0.5,-4294.42,24,37.5,-2995.31,3452.33,7
09:45:00,15:00:00,vwap_010,150,0.25,,-4294.42,24,37.5,-2995.31,3452.33,7
09:45:00,15:15:00,move_010,50,0.15,,-4391.27,24,41.7,-5436.68,2211.91,9
09:45:00,15:15:00,move_005,50,0.15,0.5,-4391.27,24,41.7,-5436.68,2211.91,9
09:45:00,15:15:00,move_005,50,0.15,,-4391.27,24,41.7,-5436.68,2211.91,9
09:45:00,15:15:00,move_010,50,0.15,0.5,-4391.27,24,41.7,-5436.68,2211.91,9
09:45:00,15:15:00,none,50,0.15,0.5,-4391.27,24,41.7,-5436.68,2211.91,9
09:45:00,15:15:00,none,50,0.15,,-4391.27,24,41.7,-5436.68,2211.91,9
09:45:00,15:15:00,move_020,50,0.15,0.5,-4391.27,24,41.7,-5436.68,2211.91,9
09:45:00,15:15:00,move_020,50,0.15,,-4391.27,24,41.7,-5436.68,2211.91,9
09:45:00,15:00:00,none,150,0.35,0.5,-4530.25,24,37.5,-2009.97,1346.37,2
09:45:00,15:00:00,move_005,150,0.35,0.5,-4530.25,24,37.5,-2009.97,1346.37,2
09:45:00,15:00:00,move_020,150,0.35,0.5,-4530.25,24,37.5,-2009.97,1346.37,2
09:45:00,15:00:00,move_020,150,0.35,,-4530.25,24,37.5,-2009.97,1346.37,2
09:45:00,15:00:00,move_010,150,0.35,0.5,-4530.25,24,37.5,-2009.97,1346.37,2
09:45:00,15:00:00,move_010,150,0.35,,-4530.25,24,37.5,-2009.97,1346.37,2
09:45:00,15:00:00,move_005,150,0.35,,-4530.25,24,37.5,-2009.97,1346.37,2
09:45:00,15:00:00,none,150,0.35,,-4530.25,24,37.5,-2009.97,1346.37,2
09:35:00,15:15:00,move_020,50,0.15,0.75,-4553.63,24,54.2,-6027.03,1647.26,9
09:35:00,15:15:00,move_020,50,0.15,0.5,-4553.63,24,54.2,-6027.03,1647.26,9
09:35:00,15:15:00,move_020,50,0.15,,-4553.63,24,54.2,-6027.03,1647.26,9
09:35:00,15:15:00,none,50,0.15,0.75,-4553.63,24,54.2,-6027.03,1647.26,9
09:35:00,15:15:00,move_010,50,0.15,0.75,-4553.63,24,54.2,-6027.03,1647.26,9
09:35:00,15:15:00,move_010,50,0.15,0.5,-4553.63,24,54.2,-6027.03,1647.26,9
09:35:00,15:15:00,move_010,50,0.15,,-4553.63,24,54.2,-6027.03,1647.26,9
09:35:00,15:15:00,none,50,0.15,,-4553.63,24,54.2,-6027.03,1647.26,9
09:35:00,15:15:00,move_005,50,0.15,0.75,-4553.63,24,54.2,-6027.03,1647.26,9
09:35:00,15:15:00,move_005,50,0.15,,-4553.63,24,54.2,-6027.03,1647.26,9
09:35:00,15:15:00,move_005,50,0.15,0.5,-4553.63,24,54.2,-6027.03,1647.26,9
09:35:00,15:15:00,none,50,0.15,0.5,-4553.63,24,54.2,-6027.03,1647.26,9
09:45:00,15:00:00,move_020,100,0.25,,-4651.27,24,58.3,-2734.06,1457.75,5
09:45:00,15:00:00,move_020,100,0.25,0.5,-4651.27,24,58.3,-2734.06,1457.75,5
09:45:00,15:00:00,move_010,100,0.25,0.5,-4651.27,24,58.3,-2734.06,1457.75,5
09:45:00,15:00:00,none,100,0.25,0.5,-4651.27,24,58.3,-2734.06,1457.75,5
09:45:00,15:00:00,none,100,0.25,,-4651.27,24,58.3,-2734.06,1457.75,5
09:45:00,15:00:00,move_005,100,0.25,,-4651.27,24,58.3,-2734.06,1457.75,5
09:45:00,15:00:00,move_005,100,0.25,0.5,-4651.27,24,58.3,-2734.06,1457.75,5
09:45:00,15:00:00,move_010,100,0.25,,-4651.27,24,58.3,-2734.06,1457.75,5
09:35:00,15:00:00,move_020,0,0.35,0.5,-4726.28,24,45.8,-2179.22,1133.25,0
09:35:00,15:00:00,none,0,0.35,,-4726.28,24,45.8,-2179.22,1133.25,0
09:35:00,15:00:00,move_020,0,0.35,,-4726.28,24,45.8,-2179.22,1133.25,0
09:35:00,15:00:00,none,0,0.35,0.5,-4726.28,24,45.8,-2179.22,1133.25,0
09:35:00,15:00:00,none,0,0.35,0.75,-4726.28,24,45.8,-2179.22,1133.25,0
09:35:00,15:00:00,move_010,0,0.35,0.75,-4726.28,24,45.8,-2179.22,1133.25,0
09:35:00,15:00:00,move_005,0,0.35,0.5,-4726.28,24,45.8,-2179.22,1133.25,0
09:35:00,15:00:00,move_020,0,0.35,0.75,-4726.28,24,45.8,-2179.22,1133.25,0
09:35:00,15:00:00,move_005,0,0.35,,-4726.28,24,45.8,-2179.22,1133.25,0
09:35:00,15:00:00,move_010,0,0.35,,-4726.28,24,45.8,-2179.22,1133.25,0
09:35:00,15:00:00,move_010,0,0.35,0.5,-4726.28,24,45.8,-2179.22,1133.25,0
09:35:00,15:00:00,move_005,0,0.35,0.75,-4726.28,24,45.8,-2179.22,1133.25,0
09:25:00,15:00:00,move_005,150,0.15,0.5,-4775.5,24,45.8,-4660.31,1629.16,9
09:25:00,15:00:00,move_020,150,0.15,,-4775.5,24,45.8,-4660.31,1629.16,9
09:25:00,15:00:00,move_010,150,0.15,,-4775.5,24,45.8,-4660.31,1629.16,9
09:25:00,15:00:00,move_010,150,0.15,0.5,-4775.5,24,45.8,-4660.31,1629.16,9
09:25:00,15:00:00,move_005,150,0.15,,-4775.5,24,45.8,-4660.31,1629.16,9
09:25:00,15:00:00,none,150,0.15,0.5,-4775.5,24,45.8,-4660.31,1629.16,9
09:25:00,15:00:00,move_020,150,0.15,0.5,-4775.5,24,45.8,-4660.31,1629.16,9
09:25:00,15:00:00,none,150,0.15,,-4775.5,24,45.8,-4660.31,1629.16,9
09:35:00,15:15:00,none,100,0.15,,-4911.71,24,54.2,-5754.15,1350.05,10
09:35:00,15:15:00,none,100,0.15,0.5,-4911.71,24,54.2,-5754.15,1350.05,10
09:35:00,15:15:00,move_010,100,0.15,,-4911.71,24,54.2,-5754.15,1350.05,10
09:35:00,15:15:00,move_010,100,0.15,0.5,-4911.71,24,54.2,-5754.15,1350.05,10
09:35:00,15:15:00,move_005,100,0.15,0.5,-4911.71,24,54.2,-5754.15,1350.05,10
09:35:00,15:15:00,none,100,0.15,0.75,-4911.71,24,54.2,-5754.15,1350.05,10
09:35:00,15:15:00,move_005,100,0.15,0.75,-4911.71,24,54.2,-5754.15,1350.05,10
09:35:00,15:15:00,move_005,100,0.15,,-4911.71,24,54.2,-5754.15,1350.05,10
09:35:00,15:15:00,move_020,100,0.15,,-4911.71,24,54.2,-5754.15,1350.05,10
09:35:00,15:15:00,move_020,100,0.15,0.75,-4911.71,24,54.2,-5754.15,1350.05,10
09:35:00,15:15:00,move_020,100,0.15,0.5,-4911.71,24,54.2,-5754.15,1350.05,10
09:35:00,15:15:00,move_010,100,0.15,0.75,-4911.71,24,54.2,-5754.15,1350.05,10
09:45:00,15:00:00,move_010,0,0.25,,-4984.3,24,41.7,-1769.59,1218.69,4
09:45:00,15:00:00,move_020,0,0.25,0.5,-4984.3,24,41.7,-1769.59,1218.69,4
09:45:00,15:00:00,none,0,0.25,,-4984.3,24,41.7,-1769.59,1218.69,4
09:45:00,15:00:00,move_020,0,0.25,,-4984.3,24,41.7,-1769.59,1218.69,4
09:45:00,15:00:00,move_005,0,0.25,0.5,-4984.3,24,41.7,-1769.59,1218.69,4
09:45:00,15:00:00,move_010,0,0.25,0.5,-4984.3,24,41.7,-1769.59,1218.69,4
09:45:00,15:00:00,none,0,0.25,0.5,-4984.3,24,41.7,-1769.59,1218.69,4
09:45:00,15:00:00,move_005,0,0.25,,-4984.3,24,41.7,-1769.59,1218.69,4
09:45:00,15:15:00,move_020,0,0.15,,-4991.6,24,45.8,-6091.61,2343.39,9
09:45:00,15:15:00,move_005,0,0.15,0.5,-4991.6,24,45.8,-6091.61,2343.39,9
09:45:00,15:15:00,move_005,0,0.15,,-4991.6,24,45.8,-6091.61,2343.39,9
09:45:00,15:15:00,move_010,0,0.15,0.5,-4991.6,24,45.8,-6091.61,2343.39,9
09:45:00,15:15:00,move_010,0,0.15,,-4991.6,24,45.8,-6091.61,2343.39,9
09:45:00,15:15:00,move_020,0,0.15,0.5,-4991.6,24,45.8,-6091.61,2343.39,9
09:45:00,15:15:00,none,0,0.15,,-4991.6,24,45.8,-6091.61,2343.39,9
09:45:00,15:15:00,none,0,0.15,0.5,-4991.6,24,45.8,-6091.61,2343.39,9
09:45:00,15:00:00,none,0,0.25,0.75,-5007.06,24,41.7,-1769.59,1218.69,4
09:45:00,15:00:00,move_020,0,0.25,0.75,-5007.06,24,41.7,-1769.59,1218.69,4
09:45:00,15:00:00,move_010,0,0.25,0.75,-5007.06,24,41.7,-1769.59,1218.69,4
09:45:00,15:00:00,move_005,0,0.25,0.75,-5007.06,24,41.7,-1769.59,1218.69,4
09:25:00,15:00:00,move_005,50,0.15,,-5013.96,24,50.0,-5438.68,1787.56,9
09:25:00,15:00:00,move_010,50,0.15,,-5013.96,24,50.0,-5438.68,1787.56,9
09:25:00,15:00:00,move_020,50,0.15,,-5013.96,24,50.0,-5438.68,1787.56,9
09:25:00,15:00:00,move_020,50,0.15,0.5,-5013.96,24,50.0,-5438.68,1787.56,9
09:25:00,15:00:00,move_010,50,0.15,0.5,-5013.96,24,50.0,-5438.68,1787.56,9
09:25:00,15:00:00,none,50,0.15,0.5,-5013.96,24,50.0,-5438.68,1787.56,9
09:25:00,15:00:00,none,50,0.15,,-5013.96,24,50.0,-5438.68,1787.56,9
09:25:00,15:00:00,move_005,50,0.15,0.5,-5013.96,24,50.0,-5438.68,1787.56,9
09:45:00,15:15:00,none,0,0.15,0.75,-5189.97,24,45.8,-6091.61,2343.39,9
09:45:00,15:15:00,move_010,0,0.15,0.75,-5189.97,24,45.8,-6091.61,2343.39,9
09:45:00,15:15:00,move_020,0,0.15,0.75,-5189.97,24,45.8,-6091.61,2343.39,9
09:45:00,15:15:00,move_005,0,0.15,0.75,-5189.97,24,45.8,-6091.61,2343.39,9
09:45:00,15:00:00,none,150,0.15,0.5,-5226.8,24,41.7,-4777.72,1926.12,9
09:45:00,15:00:00,none,150,0.15,,-5226.8,24,41.7,-4777.72,1926.12,9
09:45:00,15:00:00,move_005,150,0.15,,-5226.8,24,41.7,-4777.72,1926.12,9
09:45:00,15:00:00,move_010,150,0.15,0.5,-5226.8,24,41.7,-4777.72,1926.12,9
09:45:00,15:00:00,move_005,150,0.15,0.5,-5226.8,24,41.7,-4777.72,1926.12,9
09:45:00,15:00:00,move_020,150,0.15,,-5226.8,24,41.7,-4777.72,1926.12,9
09:45:00,15:00:00,move_020,150,0.15,0.5,-5226.8,24,41.7,-4777.72,1926.12,9
09:45:00,15:00:00,move_010,150,0.15,,-5226.8,24,41.7,-4777.72,1926.12,9
09:45:00,15:00:00,vwap_010,50,0.15,,-5522.27,24,33.3,-5436.68,3452.33,8
09:45:00,15:00:00,vwap_010,50,0.15,0.5,-5522.27,24,33.3,-5436.68,3452.33,8
09:45:00,15:00:00,move_010,50,0.25,0.5,-5646.7,24,41.7,-1979.46,1389.57,4
09:45:00,15:00:00,move_020,50,0.25,0.5,-5646.7,24,41.7,-1979.46,1389.57,4
